Fecha,Tienda,Producto,Ventas,Ventas_Monto,Descuento_Aplicado,Categoría,Región,Temperatura_Promedio_C,Precipitacion_mm
2023-03-05 00:00:00,3,20,63,21969.99,0.0,Salud,Este,17.7,10.4
2023-03-05 00:00:00,4,1,91,59447.57,0.0,Electrónica,Centro,33.8,12.4
2023-03-05 00:00:00,4,2,47,7223.87,3.04,Alimentos,Centro,33.8,12.4
2023-03-05 00:00:00,4,3,49,15747.94,0.66,Alimentos,Centro,33.8,12.4
2023-03-05 00:00:00,4,4,45,4321.8,0.0,Ropa,Centro,33.8,12.4
2023-03-05 00:00:00,4,5,88,22333.98,5.85,Salud,Centro,33.8,12.4
2023-03-05 00:00:00,4,6,33,4733.74,14.28,Hogar,Centro,33.8,12.4
2023-03-05 00:00:00,4,7,53,36261.31,6.21,Alimentos,Centro,33.8,12.4
2023-03-05 00:00:00,4,8,39,35167.57,4.22,Salud,Centro,33.8,12.4
2023-03-05 00:00:00,4,9,45,30698.07,11.15,Hogar,Centro,33.8,12.4
2023-03-05 00:00:00,4,10,50,8596.66,9.88,Electrónica,Centro,33.8,12.4
2023-03-05 00:00:00,4,11,80,62946.4,0.0,Alimentos,Centro,33.8,12.4
2023-03-05 00:00:00,4,12,87,37893.92,6.25,Alimentos,Centro,33.8,12.4
2023-03-05 00:00:00,4,13,46,29023.24,0.0,Electrónica,Centro,33.8,12.4
2023-03-05 00:00:00,4,14,40,34639.99,1.83,Salud,Centro,33.8,12.4
2023-03-05 00:00:00,4,15,90,24814.8,0.0,Electrónica,Centro,33.8,12.4
2023-03-05 00:00:00,4,16,60,45033.81,4.2,Ropa,Centro,33.8,12.4
2023-03-05 00:00:00,4,17,38,23365.23,4.14,Electrónica,Centro,33.8,12.4
2023-03-05 00:00:00,4,18,93,21591.09,2.72,Hogar,Centro,33.8,12.4
2023-03-05 00:00:00,4,19,55,20569.4,6.31,Electrónica,Centro,33.8,12.4
2023-03-05 00:00:00,4,20,42,14646.66,0.0,Salud,Centro,33.8,12.4
2023-03-05 00:00:00,5,1,43,28090.61,0.0,Electrónica,Oeste,20.9,15.4
2023-03-05 00:00:00,5,2,53,7854.68,6.51,Alimentos,Oeste,20.9,15.4
2023-03-05 00:00:00,5,3,69,22220.13,0.46,Alimentos,Oeste,20.9,15.4
2023-03-05 00:00:00,5,4,56,5378.24,0.0,Ropa,Oeste,20.9,15.4
2023-03-05 00:00:00,5,5,34,7533.7,17.8,Salud,Oeste,20.9,15.4
2023-03-05 00:00:00,5,6,69,9424.83,18.38,Hogar,Oeste,20.9,15.4
2023-03-05 00:00:00,5,7,43,30154.41,3.86,Alimentos,Oeste,20.9,15.4
2023-03-05 00:00:00,5,8,49,44959.45,2.54,Salud,Oeste,20.9,15.4
2023-03-05 00:00:00,5,9,74,45896.12,19.22,Hogar,Oeste,20.9,15.4
2023-03-05 00:00:00,5,10,71,12448.26,8.1,Electrónica,Oeste,20.9,15.4
2023-03-05 00:00:00,5,11,98,77109.34,0.0,Alimentos,Oeste,20.9,15.4
2023-03-05 00:00:00,5,12,71,29859.74,9.48,Alimentos,Oeste,20.9,15.4
2023-03-05 00:00:00,5,13,32,20190.08,0.0,Electrónica,Oeste,20.9,15.4
2023-03-05 00:00:00,5,14,80,67346.65,4.57,Salud,Oeste,20.9,15.4
2023-03-05 00:00:00,5,15,91,25090.52,0.0,Electrónica,Oeste,20.9,15.4
2023-03-05 00:00:00,5,16,15,11719.07,0.28,Ropa,Oeste,20.9,15.4
2023-03-05 00:00:00,5,17,47,27141.61,9.97,Electrónica,Oeste,20.9,15.4
2023-03-05 00:00:00,5,18,30,6902.54,3.59,Hogar,Oeste,20.9,15.4
2023-03-05 00:00:00,5,19,80,30080.12,5.8,Electrónica,Oeste,20.9,15.4
2023-03-05 00:00:00,5,20,79,27549.67,0.0,Salud,Oeste,20.9,15.4
2023-03-05 00:00:00,6,1,72,47035.44,0.0,Electrónica,Centro,33.8,12.4
2023-03-05 00:00:00,6,2,71,10888.23,3.26,Alimentos,Centro,33.8,12.4
2023-03-05 00:00:00,6,3,75,23576.54,2.83,Alimentos,Centro,33.8,12.4
2023-03-05 00:00:00,6,4,51,4898.04,0.0,Ropa,Centro,33.8,12.4
2023-03-05 00:00:00,6,5,31,8237.11,1.43,Salud,Centro,33.8,12.4
2023-03-05 00:00:00,6,6,20,3037.7,9.24,Hogar,Centro,33.8,12.4
2023-03-05 00:00:00,6,7,24,16287.23,6.97,Alimentos,Centro,33.8,12.4
2023-03-05 00:00:00,6,8,65,59199.82,3.26,Salud,Centro,33.8,12.4
2023-03-05 00:00:00,6,9,71,48840.58,10.4,Hogar,Centro,33.8,12.4
2023-03-05 00:00:00,6,10,81,14773.29,4.4,Electrónica,Centro,33.8,12.4
2023-03-05 00:00:00,6,11,96,75535.68,0.0,Alimentos,Centro,33.8,12.4
2023-03-05 00:00:00,6,12,54,22448.6,10.52,Alimentos,Centro,33.8,12.4
2023-03-05 00:00:00,6,13,69,43534.86,0.0,Electrónica,Centro,33.8,12.4
2023-03-05 00:00:00,6,14,25,21018.59,4.7,Salud,Centro,33.8,12.4
2023-03-05 00:00:00,6,15,48,13234.56,0.0,Electrónica,Centro,33.8,12.4
2023-03-05 00:00:00,6,16,82,62362.95,2.93,Ropa,Centro,33.8,12.4
2023-03-05 00:00:00,6,17,46,29100.88,1.37,Electrónica,Centro,33.8,12.4
2023-03-05 00:00:00,6,18,74,16559.02,6.24,Hogar,Centro,33.8,12.4
2023-03-05 00:00:00,6,19,51,19808.57,2.69,Electrónica,Centro,33.8,12.4
2023-03-05 00:00:00,6,20,30,10461.9,0.0,Salud,Centro,33.8,12.4
2023-03-05 00:00:00,7,1,60,39196.2,0.0,Electrónica,Centro,33.8,12.4
2023-03-05 00:00:00,7,2,40,5841.92,7.87,Alimentos,Centro,33.8,12.4
2023-03-05 00:00:00,7,3,34,10870.11,1.18,Alimentos,Centro,33.8,12.4
2023-03-05 00:00:00,7,4,34,3265.36,0.0,Ropa,Centro,33.8,12.4
2023-03-05 00:00:00,7,5,45,11467.43,5.47,Salud,Centro,33.8,12.4
2023-03-05 00:00:00,7,6,80,12275.5,8.31,Hogar,Centro,33.8,12.4
2023-03-05 00:00:00,7,7,72,47718.23,9.14,Alimentos,Centro,33.8,12.4
2023-03-05 00:00:00,7,8,28,25960.98,1.52,Salud,Centro,33.8,12.4
2023-03-05 00:00:00,7,9,80,49334.65,19.68,Hogar,Centro,33.8,12.4
2023-03-05 00:00:00,7,10,104,18567.49,6.42,Electrónica,Centro,33.8,12.4
2023-03-05 00:00:00,7,11,45,35407.35,0.0,Alimentos,Centro,33.8,12.4
2023-03-05 00:00:00,7,12,69,31026.64,3.22,Alimentos,Centro,33.8,12.4
2023-03-05 00:00:00,7,13,25,15773.5,0.0,Electrónica,Centro,33.8,12.4
2023-03-05 00:00:00,7,14,41,32830.9,9.23,Salud,Centro,33.8,12.4
2023-03-05 00:00:00,7,15,50,13786.0,0.0,Electrónica,Centro,33.8,12.4
2023-03-05 00:00:00,7,16,56,43496.52,0.86,Ropa,Centro,33.8,12.4
2023-03-05 00:00:00,7,17,56,33405.1,7.0,Electrónica,Centro,33.8,12.4
2023-03-05 00:00:00,7,18,83,17715.73,10.57,Hogar,Centro,33.8,12.4
2023-03-05 00:00:00,7,19,64,23510.81,7.97,Electrónica,Centro,33.8,12.4
2023-03-05 00:00:00,7,20,78,27200.94,0.0,Salud,Centro,33.8,12.4
2023-03-05 00:00:00,8,1,53,34623.31,0.0,Electrónica,Centro,33.8,12.4
2023-03-05 00:00:00,8,2,26,3774.75,8.41,Alimentos,Centro,33.8,12.4
2023-03-05 00:00:00,8,3,81,26184.08,0.08,Alimentos,Centro,33.8,12.4
2023-03-05 00:00:00,8,4,28,2689.12,0.0,Ropa,Centro,33.8,12.4
2023-03-05 00:00:00,8,5,73,18535.89,5.81,Salud,Centro,33.8,12.4
2023-03-05 00:00:00,8,6,75,12386.56,1.31,Hogar,Centro,33.8,12.4
2023-03-05 00:00:00,8,7,90,59787.37,8.93,Alimentos,Centro,33.8,12.4
2023-03-05 00:00:00,8,8,44,35256.6,14.89,Salud,Centro,33.8,12.4
2023-03-05 00:00:00,8,9,44,32813.31,2.87,Hogar,Centro,33.8,12.4
2023-03-05 00:00:00,8,10,54,10008.75,2.85,Electrónica,Centro,33.8,12.4
2023-03-05 00:00:00,8,11,63,49570.29,0.0,Alimentos,Centro,33.8,12.4
2023-03-05 00:00:00,8,12,82,37438.3,1.73,Alimentos,Centro,33.8,12.4
2023-03-05 00:00:00,8,13,86,54260.84,0.0,Electrónica,Centro,33.8,12.4
2023-03-05 00:00:00,8,14,39,33138.83,3.68,Salud,Centro,33.8,12.4
2023-03-05 00:00:00,8,15,36,9925.92,0.0,Electrónica,Centro,33.8,12.4
2023-03-05 00:00:00,8,16,80,60588.38,3.33,Ropa,Centro,33.8,12.4
2023-03-05 00:00:00,8,17,58,36840.1,0.98,Electrónica,Centro,33.8,12.4
2023-03-05 00:00:00,8,18,58,12082.03,12.72,Hogar,Centro,33.8,12.4
2023-03-05 00:00:00,8,19,65,21453.74,17.31,Electrónica,Centro,33.8,12.4
2023-03-05 00:00:00,8,20,88,30688.24,0.0,Salud,Centro,33.8,12.4
2023-03-05 00:00:00,9,1,23,15025.21,0.0,Electrónica,Sur,31.3,4.3
2023-03-05 00:00:00,9,2,30,4427.29,6.9,Alimentos,Sur,31.3,4.3
2023-03-05 00:00:00,9,3,88,28222.38,0.87,Alimentos,Sur,31.3,4.3
2023-03-05 00:00:00,9,4,66,6338.64,0.0,Ropa,Sur,31.3,4.3
2023-03-05 00:00:00,9,5,34,7896.4,13.85,Salud,Sur,31.3,4.3
2023-03-05 00:00:00,9,6,62,8979.02,13.46,Hogar,Sur,31.3,4.3
2023-03-05 00:00:00,9,7,22,14702.0,8.39,Alimentos,Sur,31.3,4.3
2023-03-05 00:00:00,9,8,98,90429.06,1.99,Salud,Sur,31.3,4.3
2023-03-05 00:00:00,9,9,78,56019.14,6.46,Hogar,Sur,31.3,4.3
2023-03-05 00:00:00,9,10,47,8292.04,7.53,Electrónica,Sur,31.3,4.3
2023-03-05 00:00:00,9,11,88,69241.04,0.0,Alimentos,Sur,31.3,4.3
2023-03-05 00:00:00,9,12,96,41009.22,8.06,Alimentos,Sur,31.3,4.3
2023-03-05 00:00:00,9,13,72,45427.68,0.0,Electrónica,Sur,31.3,4.3
2023-03-05 00:00:00,9,14,95,82490.09,1.57,Salud,Sur,31.3,4.3
2023-03-05 00:00:00,9,15,75,20679.0,0.0,Electrónica,Sur,31.3,4.3
2023-03-05 00:00:00,9,16,39,30105.44,1.47,Ropa,Sur,31.3,4.3
2023-03-05 00:00:00,9,17,83,53017.08,0.42,Electrónica,Sur,31.3,4.3
2023-03-05 00:00:00,9,18,77,16017.64,12.84,Hogar,Sur,31.3,4.3
2023-03-05 00:00:00,9,19,76,30069.64,0.88,Electrónica,Sur,31.3,4.3
2023-03-05 00:00:00,9,20,37,12903.01,0.0,Salud,Sur,31.3,4.3
2023-03-05 00:00:00,10,1,73,47688.71,0.0,Electrónica,Oeste,20.9,15.4
2023-03-05 00:00:00,10,2,49,7458.01,3.98,Alimentos,Oeste,20.9,15.4
2023-03-05 00:00:00,10,3,49,15394.37,2.89,Alimentos,Oeste,20.9,15.4
2023-03-05 00:00:00,10,4,53,5090.12,0.0,Ropa,Oeste,20.9,15.4
2023-03-05 00:00:00,10,5,20,5308.67,1.53,Salud,Oeste,20.9,15.4
2023-03-05 00:00:00,10,6,62,8389.56,19.14,Hogar,Oeste,20.9,15.4
2023-03-05 00:00:00,10,7,60,40141.92,8.28,Alimentos,Oeste,20.9,15.4
2023-03-05 00:00:00,10,8,69,57561.3,11.39,Salud,Oeste,20.9,15.4
2023-03-05 00:00:00,10,9,79,54169.94,10.69,Hogar,Oeste,20.9,15.4
2023-03-05 00:00:00,10,10,62,11074.71,6.38,Electrónica,Oeste,20.9,15.4
2023-03-05 00:00:00,10,11,63,49570.29,0.0,Alimentos,Oeste,20.9,15.4
2023-03-05 00:00:00,10,12,35,15312.81,5.83,Alimentos,Oeste,20.9,15.4
2023-03-05 00:00:00,10,13,25,15773.5,0.0,Electrónica,Oeste,20.9,15.4
2023-03-05 00:00:00,10,14,64,51710.9,8.41,Salud,Oeste,20.9,15.4
2023-03-05 00:00:00,10,15,42,11580.24,0.0,Electrónica,Oeste,20.9,15.4
2023-03-05 00:00:00,10,16,36,26908.82,4.59,Ropa,Oeste,20.9,15.4
2023-03-05 00:00:00,10,17,25,14878.31,7.22,Electrónica,Oeste,20.9,15.4
2023-03-05 00:00:00,10,18,41,9131.27,6.68,Hogar,Oeste,20.9,15.4
2023-03-05 00:00:00,10,19,56,19601.94,12.31,Electrónica,Oeste,20.9,15.4
2023-03-05 00:00:00,10,20,48,16739.04,0.0,Salud,Oeste,20.9,15.4
2023-03-12 00:00:00,1,1,27,17638.29,0.0,Electrónica,Oeste,10.3,8.7
2023-03-12 00:00:00,1,2,54,8450.04,1.29,Alimentos,Oeste,10.3,8.7
2023-03-12 00:00:00,1,3,56,17384.88,4.04,Alimentos,Oeste,10.3,8.7
2023-03-12 00:00:00,1,4,47,4513.88,0.0,Ropa,Oeste,10.3,8.7
2023-03-12 00:00:00,1,5,71,16450.24,14.05,Salud,Oeste,10.3,8.7
2023-03-12 00:00:00,1,6,85,13631.8,4.17,Hogar,Oeste,10.3,8.7
2023-03-12 00:00:00,1,7,78,55751.76,2.01,Alimentos,Oeste,10.3,8.7
2023-03-12 00:00:00,1,8,53,43617.86,12.58,Salud,Oeste,10.3,8.7
2023-03-12 00:00:00,1,9,40,27348.87,10.95,Hogar,Oeste,10.3,8.7
2023-03-12 00:00:00,1,10,106,19307.89,4.53,Electrónica,Oeste,10.3,8.7
2023-03-12 00:00:00,1,11,79,62159.57,0.0,Alimentos,Oeste,10.3,8.7
2023-03-12 00:00:00,1,12,96,41751.19,6.39,Alimentos,Oeste,10.3,8.7
2023-03-12 00:00:00,1,13,68,42903.92,0.0,Electrónica,Oeste,10.3,8.7
2023-03-12 00:00:00,1,14,34,29682.94,1.04,Salud,Oeste,10.3,8.7
2023-03-12 00:00:00,1,15,29,7995.88,0.0,Electrónica,Oeste,10.3,8.7
2023-03-12 00:00:00,1,16,40,30471.24,2.77,Ropa,Oeste,10.3,8.7
2023-03-12 00:00:00,1,17,12,7453.93,3.16,Electrónica,Oeste,10.3,8.7
2023-03-12 00:00:00,1,18,30,6186.8,13.59,Hogar,Oeste,10.3,8.7
2023-03-12 00:00:00,1,19,18,6333.38,11.85,Electrónica,Oeste,10.3,8.7
2023-03-12 00:00:00,1,20,72,25108.56,0.0,Salud,Oeste,10.3,8.7
2023-03-12 00:00:00,2,1,29,18944.83,0.0,Electrónica,Oeste,10.3,8.7
2023-03-12 00:00:00,2,2,51,7980.17,1.29,Alimentos,Oeste,10.3,8.7
2023-03-12 00:00:00,2,3,88,27846.79,2.19,Alimentos,Oeste,10.3,8.7
2023-03-12 00:00:00,2,4,113,10852.52,0.0,Ropa,Oeste,10.3,8.7
2023-03-12 00:00:00,2,5,67,16469.45,8.81,Salud,Oeste,10.3,8.7
2023-03-12 00:00:00,2,6,89,14535.17,2.41,Hogar,Oeste,10.3,8.7
2023-03-12 00:00:00,2,7,27,18361.45,6.77,Alimentos,Oeste,10.3,8.7
2023-03-12 00:00:00,2,8,98,83252.4,9.77,Salud,Oeste,10.3,8.7
2023-03-12 00:00:00,2,9,58,37064.29,16.77,Hogar,Oeste,10.3,8.7
2023-03-12 00:00:00,2,10,61,10564.67,9.22,Electrónica,Oeste,10.3,8.7
2023-03-12 00:00:00,2,11,82,64520.06,0.0,Alimentos,Oeste,10.3,8.7
2023-03-12 00:00:00,2,12,86,39031.76,2.31,Alimentos,Oeste,10.3,8.7
2023-03-12 00:00:00,2,13,71,44796.74,0.0,Electrónica,Oeste,10.3,8.7
2023-03-12 00:00:00,2,14,89,71123.59,9.41,Salud,Oeste,10.3,8.7
2023-03-12 00:00:00,2,15,73,20127.56,0.0,Electrónica,Oeste,10.3,8.7
2023-03-12 00:00:00,2,16,53,40714.53,1.95,Ropa,Oeste,10.3,8.7
2023-03-12 00:00:00,2,17,60,35607.41,7.48,Electrónica,Oeste,10.3,8.7
2023-03-12 00:00:00,2,18,49,10355.43,11.45,Hogar,Oeste,10.3,8.7
2023-03-12 00:00:00,2,19,47,15198.28,18.99,Electrónica,Oeste,10.3,8.7
2023-03-12 00:00:00,2,20,68,23713.64,0.0,Salud,Oeste,10.3,8.7
2023-03-12 00:00:00,3,1,24,15678.48,0.0,Electrónica,Este,18.6,13.4
2023-03-12 00:00:00,3,2,69,10880.45,0.53,Alimentos,Este,18.6,13.4
2023-03-12 00:00:00,3,3,56,17985.05,0.73,Alimentos,Este,18.6,13.4
2023-03-12 00:00:00,3,4,84,8067.36,0.0,Ropa,Este,18.6,13.4
2023-03-12 00:00:00,3,5,41,9105.49,17.62,Salud,Este,18.6,13.4
2023-03-12 00:00:00,3,6,40,6612.42,1.22,Hogar,Este,18.6,13.4
2023-03-12 00:00:00,3,7,81,58685.87,0.68,Alimentos,Este,18.6,13.4
2023-03-12 00:00:00,3,8,96,85609.18,5.28,Salud,Este,18.6,13.4
2023-03-12 00:00:00,3,9,52,36730.28,8.0,Hogar,Este,18.6,13.4
2023-03-12 00:00:00,3,10,38,6910.84,4.68,Electrónica,Este,18.6,13.4
2023-03-12 00:00:00,3,11,29,22818.07,0.0,Alimentos,Este,18.6,13.4
2023-03-12 00:00:00,3,12,33,15031.7,1.96,Alimentos,Este,18.6,13.4
2023-03-12 00:00:00,3,13,72,45427.68,0.0,Electrónica,Este,18.6,13.4
2023-03-12 00:00:00,3,14,61,48658.01,9.58,Salud,Este,18.6,13.4
2023-03-12 00:00:00,3,15,68,18748.96,0.0,Electrónica,Este,18.6,13.4
2023-03-12 00:00:00,3,16,42,32102.46,2.44,Ropa,Este,18.6,13.4
2023-03-12 00:00:00,3,17,43,26580.29,3.63,Electrónica,Este,18.6,13.4
2023-03-12 00:00:00,3,18,37,7968.55,9.76,Hogar,Este,18.6,13.4
2023-03-12 00:00:00,3,19,63,21629.98,13.99,Electrónica,Este,18.6,13.4
2023-03-12 00:00:00,3,20,69,24062.37,0.0,Salud,Este,18.6,13.4
2023-03-12 00:00:00,4,1,75,48995.25,0.0,Electrónica,Centro,11.0,4.7
2023-03-12 00:00:00,4,2,37,5661.9,3.47,Alimentos,Centro,11.0,4.7
2023-03-12 00:00:00,4,3,84,26822.32,1.3,Alimentos,Centro,11.0,4.7
2023-03-12 00:00:00,4,4,62,5954.48,0.0,Ropa,Centro,11.0,4.7
2023-03-12 00:00:00,4,5,61,15909.08,3.25,Salud,Centro,11.0,4.7
2023-03-12 00:00:00,4,6,37,5477.11,11.54,Hogar,Centro,11.0,4.7
2023-03-12 00:00:00,4,7,63,44469.68,3.23,Alimentos,Centro,11.0,4.7
2023-03-12 00:00:00,4,8,25,23051.71,2.06,Salud,Centro,11.0,4.7
2023-03-12 00:00:00,4,9,51,36677.97,6.33,Hogar,Centro,11.0,4.7
2023-03-12 00:00:00,4,10,56,10467.84,2.03,Electrónica,Centro,11.0,4.7
2023-03-12 00:00:00,4,11,85,66880.55,0.0,Alimentos,Centro,11.0,4.7
2023-03-12 00:00:00,4,12,78,35958.47,0.78,Alimentos,Centro,11.0,4.7
2023-03-12 00:00:00,4,13,99,62463.06,0.0,Electrónica,Centro,11.0,4.7
2023-03-12 00:00:00,4,14,19,15781.97,5.84,Salud,Centro,11.0,4.7
2023-03-12 00:00:00,4,15,100,27572.0,0.0,Electrónica,Centro,11.0,4.7
2023-03-12 00:00:00,4,16,33,25646.67,0.8,Ropa,Centro,11.0,4.7
2023-03-12 00:00:00,4,17,29,17723.33,4.72,Electrónica,Centro,11.0,4.7
2023-03-12 00:00:00,4,18,28,6012.95,10.02,Hogar,Centro,11.0,4.7
2023-03-12 00:00:00,4,19,30,11625.55,2.92,Electrónica,Centro,11.0,4.7
2023-03-12 00:00:00,4,20,46,16041.58,0.0,Salud,Centro,11.0,4.7
2023-03-12 00:00:00,5,1,69,45075.63,0.0,Electrónica,Oeste,10.3,8.7
2023-03-12 00:00:00,5,2,19,2776.73,7.81,Alimentos,Oeste,10.3,8.7
2023-03-12 00:00:00,5,3,41,12745.55,3.91,Alimentos,Oeste,10.3,8.7
2023-03-12 00:00:00,5,4,27,2593.08,0.0,Ropa,Oeste,10.3,8.7
2023-03-12 00:00:00,5,5,34,8105.64,11.56,Salud,Oeste,10.3,8.7
2023-03-12 00:00:00,5,6,91,13274.81,12.83,Hogar,Oeste,10.3,8.7
2023-03-12 00:00:00,5,7,37,26425.62,2.09,Alimentos,Oeste,10.3,8.7
2023-03-12 00:00:00,5,8,39,34126.29,7.06,Salud,Oeste,10.3,8.7
2023-03-12 00:00:00,5,9,17,12640.71,3.15,Hogar,Oeste,10.3,8.7
2023-03-12 00:00:00,5,10,46,8689.59,0.99,Electrónica,Oeste,10.3,8.7
2023-03-12 00:00:00,5,11,43,33833.69,0.0,Alimentos,Oeste,10.3,8.7
2023-03-12 00:00:00,5,12,86,37202.38,6.89,Alimentos,Oeste,10.3,8.7
2023-03-12 00:00:00,5,13,56,35332.64,0.0,Electrónica,Oeste,10.3,8.7
2023-03-12 00:00:00,5,14,53,44397.03,5.04,Salud,Oeste,10.3,8.7
2023-03-12 00:00:00,5,15,70,19300.4,0.0,Electrónica,Oeste,10.3,8.7
2023-03-12 00:00:00,5,16,46,35449.75,1.63,Ropa,Oeste,10.3,8.7
2023-03-12 00:00:00,5,17,68,39924.3,8.47,Electrónica,Oeste,10.3,8.7
2023-03-12 00:00:00,5,18,44,9814.71,6.54,Hogar,Oeste,10.3,8.7
2023-03-12 00:00:00,5,19,72,27946.15,2.76,Electrónica,Oeste,10.3,8.7
2023-03-12 00:00:00,5,20,80,27898.4,0.0,Salud,Oeste,10.3,8.7
2023-03-12 00:00:00,6,1,56,36583.12,0.0,Electrónica,Centro,11.0,4.7
2023-03-12 00:00:00,6,2,102,15942.63,1.4,Alimentos,Centro,11.0,4.7
2023-03-12 00:00:00,6,3,100,32047.63,0.94,Alimentos,Centro,11.0,4.7
